edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
54,admin.,divorced,university.degree,8,no,no,no,0,0,4,cellular,aug,fri,86,0,0,139,0
23,student,single,tecnical_school,4,no,yes,no,416081,0,4,cellular,dec,tue,321,37,0,1276,1
47,services,married,Technological_school,7,no,yes,no,150207,0,1,cellular,nov,wed,311,85,0,40,0
30,admin.,single,university.degree,7,no,no,yes,11843,0,3,cellular,jul,mon,207,78,0,1654,0
48,technician,married,preschool,4,unknown,no,no,0,0,0,cellular,nov,fri,362,0,0,86,0
33,blue-collar,divorced,tecnical_school,1,no,yes,no,98230,0,4,telephone,may,wed,357,29,0,1232,0
57,unknown,married,unknown,0,unknown,no,no,0,0,5,cellular,jul,tue,156,0,0,1299,0
31,services,married,Technological_school,0,unknown,no,no,0,0,1,telephone,may,tue,231,0,0,174,0
57,technician,married,preschool,5,unknown,no,no,0,0,1,telephone,may,thu,122,0,0,1451,0
35,blue-collar,divorced,primary_school,4,unknown,no,no,0,0,2,telephone,jun,fri,81,0,0,1926,0
36,blue-collar,married,Technological_school,6,unknown,yes,no,22938,0,2,cellular,jul,mon,150,34,0,897,0
32,admin.,married,university.degree,7,no,yes,no,69935,0,4,cellular,oct,thu,177,16,0,701,0
58,blue-collar,married,tecnical_school,5,no,no,no,0,0,5,telephone,jun,wed,372,0,0,1892,0
42,technician,married,Technological_school,3,no,yes,no,450813,0,5,cellular,aug,mon,289,13,0,144,0
33,technician,single,professional.course,2,no,no,no,0,0,0,cellular,sep,wed,425,0,0,1143,0
44,technician,single,professional.course,8,no,yes,no,185533,0,3,cellular,apr,wed,75,26,1,907,0
38,blue-collar,single,university.degree,4,unknown,yes,no,375191,0,3,telephone,may,tue,395,68,0,815,1
45,admin.,married,Technological_school,7,unknown,unknown,unknown,0,0,4,cellular,aug,fri,215,0,0,1521,0
18,student,single,unknown,3,no,no,no,0,0,0,telephone,sep,tue,401,0,0,1963,0
38,services,married,Technological_school,4,unknown,no,yes,26547,0,2,telephone,may,thu,77,69,0,1520,0
37,blue-collar,married,tecnical_school,8,no,yes,yes,216676,0,5,telephone,may,thu,87,20,0,97,0
51,technician,married,professional.course,6,no,unknown,unknown,0,0,2,cellular,aug,wed,89,0,0,595,0
35,admin.,divorced,Technological_school,8,no,unknown,unknown,0,0,0,cellular,jul,tue,637,0,0,660,0
46,admin.,single,university.degree,2,no,yes,no,171381,0,5,cellular,aug,thu,82,86,0,1060,0
59,admin.,divorced,university.degree,3,no,yes,no,189404,0,0,cellular,may,fri,899,68,0,1237,1
32,admin.,married,university.degree,0,no,yes,no,333329,0,3,cellular,nov,wed,392,90,0,688,0
37,self-employed,divorced,Technological_school,5,no,no,no,0,0,0,telephone,may,tue,182,0,0,145,0
43,admin.,married,university.degree,2,no,yes,no,309295,0,5,cellular,nov,tue,255,85,0,186,1
38,management,married,university.degree,7,no,no,no,0,0,5,telephone,may,fri,32,0,0,583,0
44,admin.,single,Technological_school,6,no,no,no,0,0,2,telephone,may,mon,111,0,0,55,0
31,unemployed,single,university.degree,3,no,yes,no,153739,0,2,cellular,jul,tue,309,26,3,1795,1
31,blue-collar,single,tecnical_school,0,no,no,no,0,0,0,cellular,nov,tue,58,0,0,1979,0
38,entrepreneur,married,tecnical_school,0,no,no,no,0,0,5,telephone,may,fri,522,0,0,980,0
39,admin.,single,university.degree,7,no,yes,yes,244522,0,1,cellular,nov,fri,195,18,0,1847,0
36,admin.,married,university.degree,1,no,no,no,0,0,2,cellular,aug,fri,296,0,0,185,0
53,entrepreneur,married,preschool,6,no,no,no,0,0,2,telephone,jun,mon,339,0,0,1480,0
39,blue-collar,divorced,tecnical_school,4,no,yes,no,236200,0,0,cellular,may,fri,247,69,0,313,0
45,technician,single,professional.course,7,no,yes,yes,470743,0,1,telephone,may,tue,133,26,0,1984,0
42,management,married,university.degree,4,no,yes,no,352491,0,1,cellular,nov,mon,178,14,0,736,0
29,technician,married,professional.course,0,no,yes,no,56049,0,1,cellular,oct,fri,319,9,2,1431,1
30,admin.,married,university.degree,4,no,unknown,unknown,0,0,4,cellular,mar,mon,291,0,1,1220,0
45,technician,married,professional.course,1,no,no,no,0,0,4,telephone,jul,wed,20,0,0,1339,0
49,admin.,married,university.degree,8,unknown,no,no,0,0,4,telephone,may,fri,208,0,0,65,0
35,management,married,university.degree,3,no,yes,yes,373399,0,0,cellular,apr,thu,435,42,0,897,1
42,technician,married,tecnical_school,7,unknown,yes,no,394300,0,4,cellular,jul,wed,130,62,0,513,0
56,services,married,Technological_school,0,unknown,no,no,0,0,5,cellular,may,fri,310,0,0,496,0
36,admin.,married,Technological_school,6,no,yes,no,308807,0,0,telephone,jun,fri,21,60,0,1801,0
45,technician,married,university.degree,4,no,no,no,0,0,1,cellular,aug,mon,111,0,1,32,0
53,admin.,married,university.degree,8,no,yes,no,214389,0,4,cellular,aug,mon,81,29,2,709,0
34,unemployed,single,university.degree,6,no,no,no,0,0,3,cellular,nov,fri,464,0,1,416,1
54,housemaid,divorced,university.degree,5,no,yes,yes,399274,0,3,cellular,nov,thu,653,82,0,1785,1
56,unemployed,divorced,professional.course,8,no,no,no,0,0,4,telephone,jul,tue,141,0,0,45,0
32,management,single,university.degree,1,no,no,no,0,0,4,cellular,jul,fri,237,0,1,929,0
33,management,married,university.degree,5,no,no,no,0,0,5,telephone,may,thu,166,0,0,356,0
31,blue-collar,single,Technological_school,7,no,no,no,0,0,0,cellular,may,wed,90,0,1,959,0
47,admin.,married,university.degree,0,no,yes,no,186303,0,5,cellular,nov,mon,138,58,1,153,0
54,management,divorced,professional.course,3,no,yes,no,173774,0,3,cellular,may,tue,121,0,0,617,0
43,admin.,married,Technological_school,7,no,no,no,0,0,3,telephone,may,tue,157,0,0,1903,0
71,retired,married,unknown,5,no,yes,no,357809,0,5,cellular,sep,fri,658,59,0,970,1
25,blue-collar,single,tecnical_school,8,no,yes,no,121226,0,2,cellular,jul,thu,218,53,0,1458,0
47,admin.,married,university.degree,3,no,no,no,0,0,3,cellular,aug,thu,167,0,0,1526,0
38,admin.,single,university.degree,1,unknown,yes,yes,231862,0,3,cellular,aug,wed,131,59,0,885,0
53,blue-collar,married,primary_school,6,no,yes,no,414161,0,2,cellular,jun,thu,328,38,1,1005,1
45,blue-collar,single,Technological_school,7,unknown,no,yes,82820,0,1,cellular,may,mon,102,20,0,1207,0
38,unemployed,divorced,Technological_school,5,no,yes,yes,461822,0,4,cellular,apr,fri,715,77,1,1052,1
45,housemaid,married,preschool,3,unknown,yes,no,444572,0,5,telephone,may,wed,83,50,0,234,0
32,unemployed,single,Technological_school,0,unknown,yes,yes,315603,0,1,telephone,may,fri,289,38,0,626,0
42,admin.,divorced,university.degree,8,no,yes,no,419519,0,3,telephone,jun,wed,163,67,0,570,0
29,admin.,single,Technological_school,1,no,yes,no,175446,0,5,cellular,oct,fri,292,24,1,1046,1
50,admin.,single,tecnical_school,2,no,unknown,unknown,0,0,3,telephone,nov,thu,45,0,0,902,0
38,admin.,married,university.degree,8,no,yes,no,98334,0,2,cellular,aug,tue,35,64,0,1802,0
51,management,divorced,university.degree,1,no,yes,no,388242,0,5,cellular,may,thu,154,29,1,924,0
41,housemaid,single,university.degree,8,no,yes,no,248809,0,1,cellular,aug,wed,116,53,0,387,0
38,services,married,Technological_school,7,unknown,no,no,0,0,4,telephone,jun,tue,113,0,0,1688,0
45,technician,married,tecnical_school,7,no,no,no,0,0,5,cellular,may,fri,144,0,0,684,0
29,management,single,university.degree,8,no,yes,no,207578,0,0,telephone,nov,wed,103,87,0,714,0
37,technician,married,university.degree,2,no,yes,no,112080,0,4,telephone,may,tue,8,45,0,690,0
51,admin.,divorced,university.degree,8,no,yes,no,316822,0,0,telephone,may,wed,72,59,0,188,0
26,self-employed,married,university.degree,2,no,yes,no,97325,0,5,telephone,jun,tue,59,14,0,252,0
30,technician,single,university.degree,4,no,no,no,0,0,2,telephone,jul,wed,74,0,0,1735,0
28,blue-collar,single,tecnical_school,8,unknown,no,yes,111173,0,4,telephone,may,fri,137,36,0,999,0
51,management,married,preschool,4,no,no,no,0,0,3,cellular,nov,mon,96,0,0,350,0
34,unemployed,married,tecnical_school,0,unknown,no,no,0,0,1,cellular,apr,fri,181,0,1,1056,0
29,blue-collar,married,tecnical_school,3,no,no,no,0,0,2,telephone,may,thu,47,0,0,1219,0
48,housemaid,married,preschool,0,unknown,no,yes,89847,0,2,cellular,aug,mon,148,21,0,702,0
27,services,single,tecnical_school,6,no,no,no,0,0,0,telephone,jul,wed,120,0,0,438,0
51,management,married,university.degree,0,no,yes,no,52079,0,3,cellular,aug,thu,386,58,0,662,0
35,blue-collar,married,tecnical_school,1,unknown,no,no,0,0,4,cellular,jul,thu,1399,0,0,1430,1
39,admin.,single,university.degree,6,no,yes,no,61173,0,0,cellular,jul,wed,150,76,0,1776,0
48,blue-collar,married,tecnical_school,0,no,no,no,0,0,5,telephone,jun,fri,75,0,0,429,0
36,services,married,Technological_school,5,no,yes,no,161542,0,1,telephone,may,thu,287,34,0,997,0
40,services,married,Technological_school,0,no,no,no,0,0,4,cellular,may,wed,246,0,1,229,0
37,technician,single,professional.course,0,no,no,no,0,0,3,telephone,may,mon,21,0,0,838,0
41,unemployed,married,tecnical_school,4,unknown,no,no,0,0,0,telephone,may,thu,314,0,0,1714,0
43,admin.,single,Technological_school,1,no,yes,no,162223,0,1,cellular,may,mon,159,26,0,869,0
33,admin.,single,university.degree,0,no,yes,no,329025,0,4,cellular,nov,thu,77,11,0,1100,0
48,technician,divorced,university.degree,6,no,yes,yes,341885,0,5,cellular,aug,wed,86,10,0,542,0
37,services,married,Technological_school,3,no,no,no,0,0,2,cellular,may,wed,317,0,1,963,0
60,self-employed,divorced,university.degree,5,no,no,no,0,0,5,cellular,sep,tue,83,0,1,1251,1
49,technician,married,professional.course,1,no,yes,no,122376,0,5,telephone,jun,fri,41,64,0,41,0
39,housemaid,married,Technological_school,7,no,yes,no,420594,0,2,telephone,may,fri,61,16,0,554,0
53,entrepreneur,single,tecnical_school,5,no,no,no,0,0,5,cellular,jul,mon,933,0,0,1512,0
36,management,married,university.degree,5,no,no,yes,22669,0,3,cellular,nov,wed,166,58,3,1315,1
31,admin.,single,university.degree,1,no,yes,no,114878,0,5,cellular,aug,wed,432,81,0,675,0
40,blue-collar,single,tecnical_school,7,no,yes,no,95845,0,2,telephone,jun,mon,128,10,0,85,0
31,entrepreneur,single,tecnical_school,3,unknown,no,no,0,0,5,cellular,may,thu,300,0,0,401,0
36,services,married,primary_school,4,unknown,no,no,0,0,3,cellular,nov,fri,1022,0,0,1974,1
54,technician,married,unknown,1,unknown,no,no,0,0,2,telephone,may,fri,111,0,0,288,0
29,services,single,Technological_school,5,no,no,yes,47704,0,4,telephone,jun,mon,6,90,0,1811,0
32,admin.,married,Technological_school,1,no,yes,no,404298,0,0,cellular,may,tue,323,30,0,1875,0
33,self-employed,single,university.degree,4,no,yes,no,40925,0,5,telephone,may,thu,67,81,0,617,0
43,blue-collar,divorced,tecnical_school,0,unknown,no,yes,221767,0,5,telephone,jun,fri,222,51,0,28,0
48,unknown,married,preschool,2,unknown,no,no,0,0,4,telephone,may,tue,375,0,0,1162,0
30,services,married,Technological_school,2,unknown,yes,no,118706,0,4,cellular,nov,thu,73,6,1,1911,0
51,admin.,divorced,tecnical_school,7,no,yes,no,72675,0,1,cellular,may,wed,113,50,0,1247,0
31,technician,single,university.degree,0,no,no,no,0,0,4,cellular,jul,thu,305,0,0,60,0
28,admin.,single,Technological_school,4,no,no,no,0,0,1,cellular,jul,thu,720,0,0,1897,1
26,technician,single,professional.course,2,no,yes,no,134156,0,5,cellular,apr,fri,378,80,0,1963,1
39,admin.,married,Technological_school,4,unknown,yes,no,105750,0,4,telephone,jun,mon,252,57,0,1158,0
57,self-employed,single,Technological_school,8,unknown,no,no,0,0,4,telephone,may,wed,139,0,0,1097,0
25,admin.,married,Technological_school,8,no,yes,no,465228,0,5,telephone,jun,wed,264,15,0,413,0
53,management,married,university.degree,3,no,no,no,0,0,2,cellular,aug,wed,50,0,0,1156,0
31,entrepreneur,single,university.degree,3,no,yes,no,132292,0,4,cellular,aug,fri,211,26,0,43,1
27,blue-collar,single,tecnical_school,4,unknown,no,no,0,0,1,cellular,jul,wed,127,0,0,1462,0
45,technician,married,Technological_school,0,no,yes,yes,316098,0,2,cellular,aug,fri,243,17,0,451,0
69,retired,married,preschool,2,no,no,no,0,0,1,cellular,sep,mon,258,0,1,1715,0
47,unknown,married,unknown,2,no,no,no,0,0,5,cellular,apr,thu,85,0,0,271,0
54,housemaid,married,preschool,3,unknown,no,no,0,0,1,telephone,aug,wed,23,0,0,1209,0
56,retired,divorced,preschool,8,no,yes,yes,71210,0,3,telephone,may,fri,188,28,0,1126,0
28,admin.,single,university.degree,0,no,no,no,0,0,5,cellular,may,tue,118,0,2,627,0
52,admin.,married,university.degree,3,unknown,no,yes,429357,0,2,cellular,may,thu,183,2,0,1686,0
35,blue-collar,married,tecnical_school,2,no,no,no,0,0,2,cellular,may,thu,20,0,0,96,0
34,unknown,married,preschool,3,no,no,yes,445627,0,3,cellular,apr,fri,83,27,0,192,0
38,unemployed,married,preschool,4,unknown,no,no,0,0,2,cellular,jul,tue,195,0,0,774,0
28,admin.,married,university.degree,7,no,yes,no,50651,0,1,cellular,jun,thu,73,73,1,945,0
38,technician,divorced,professional.course,3,no,no,yes,67368,0,4,cellular,oct,tue,135,81,2,1565,0
33,admin.,single,university.degree,1,no,yes,yes,197028,0,5,cellular,aug,fri,64,55,0,1123,0
27,blue-collar,married,tecnical_school,7,no,no,yes,61957,0,2,cellular,may,fri,12,9,0,1167,0
32,blue-collar,married,preschool,6,no,no,no,0,0,5,telephone,may,fri,230,0,0,65,0
27,admin.,single,university.degree,0,no,yes,yes,71784,0,2,cellular,oct,tue,242,59,2,1381,0
30,management,married,tecnical_school,1,no,yes,no,412664,0,0,telephone,may,tue,68,64,0,1592,0
37,housemaid,married,Technological_school,6,no,yes,yes,33221,0,0,telephone,may,mon,723,69,0,1459,0
39,blue-collar,married,primary_school,0,no,no,no,0,0,5,cellular,jul,thu,298,0,0,119,0
35,services,married,Technological_school,8,unknown,yes,no,338542,0,0,telephone,jun,thu,107,67,0,1693,0
49,unknown,unknown,unknown,7,unknown,yes,yes,221558,0,5,cellular,jul,mon,49,70,0,78,0
56,blue-collar,married,preschool,6,no,no,no,0,0,5,cellular,aug,wed,188,0,0,463,0
31,services,married,Technological_school,2,no,no,no,0,0,2,cellular,may,wed,339,0,0,539,0
47,admin.,married,university.degree,4,no,yes,no,191830,0,3,cellular,aug,tue,100,13,0,1085,0
29,admin.,single,Technological_school,8,no,no,no,0,0,3,cellular,aug,thu,103,0,0,925,0
51,admin.,single,university.degree,3,no,no,no,0,0,2,telephone,jul,fri,163,0,0,1745,0
31,admin.,married,university.degree,2,no,yes,no,233575,0,4,cellular,nov,wed,162,3,0,1896,0
37,technician,single,professional.course,2,no,no,no,0,0,0,cellular,aug,thu,19,0,0,1658,0
57,management,married,tecnical_school,4,no,no,no,0,0,4,telephone,may,wed,890,0,0,1813,0
37,blue-collar,married,tecnical_school,8,no,unknown,unknown,0,0,1,telephone,jun,thu,94,0,0,885,0
38,unemployed,divorced,professional.course,4,no,no,no,0,0,0,telephone,may,wed,590,0,0,169,0
51,entrepreneur,married,preschool,5,unknown,no,no,0,0,4,cellular,aug,tue,148,0,0,1434,0
53,admin.,married,university.degree,6,unknown,yes,no,82987,0,0,cellular,may,wed,59,52,1,1710,0
47,technician,single,tecnical_school,4,no,no,no,0,0,3,telephone,may,mon,10,0,0,1024,0
34,management,single,university.degree,7,no,no,no,0,0,5,cellular,jul,thu,257,0,0,1791,0
32,entrepreneur,married,tecnical_school,6,no,no,no,0,0,5,cellular,may,mon,184,0,0,1908,0
59,admin.,divorced,university.degree,0,no,yes,no,370016,0,0,cellular,apr,fri,128,2,0,922,0
41,admin.,married,university.degree,8,no,yes,no,125459,0,4,cellular,nov,wed,54,87,1,318,0
42,technician,married,professional.course,6,no,yes,no,36843,0,4,cellular,may,fri,108,44,0,1336,0
38,technician,married,professional.course,4,no,yes,no,220627,0,2,cellular,sep,fri,166,51,0,455,0
31,admin.,divorced,Technological_school,2,no,no,yes,455661,0,5,cellular,jul,fri,186,12,0,1584,0
30,admin.,single,Technological_school,4,no,yes,no,227437,0,0,cellular,jul,wed,605,35,0,1432,0
52,blue-collar,married,preschool,0,no,no,no,0,0,5,telephone,aug,thu,4199,0,0,1311,1
35,blue-collar,married,primary_school,2,unknown,no,no,0,0,0,telephone,may,wed,313,0,0,849,0
48,admin.,married,university.degree,1,no,no,no,0,0,5,cellular,nov,fri,634,0,0,1310,0
29,technician,single,university.degree,3,no,no,no,0,0,2,cellular,apr,tue,95,0,0,707,0
34,technician,married,professional.course,2,no,yes,yes,414505,0,1,telephone,mar,mon,44,16,0,81,0
52,admin.,married,tecnical_school,3,no,yes,no,32018,0,0,cellular,may,wed,38,30,1,1265,0
33,admin.,married,university.degree,8,no,no,no,0,0,5,telephone,jun,tue,133,0,0,1021,0
57,self-employed,married,university.degree,0,no,no,no,0,0,4,cellular,jul,thu,313,0,0,1192,0
54,admin.,married,university.degree,6,no,no,no,0,0,4,telephone,jun,tue,483,0,0,1573,0
41,self-employed,married,tecnical_school,3,no,yes,no,205251,0,1,cellular,aug,fri,313,11,0,451,0
29,blue-collar,married,tecnical_school,1,no,no,no,0,0,0,cellular,may,wed,1101,0,0,111,1
55,services,married,tecnical_school,5,no,yes,no,325654,0,3,telephone,jul,wed,78,54,0,388,0
48,entrepreneur,married,university.degree,2,no,yes,no,487117,0,5,cellular,jul,thu,207,6,0,189,0
53,self-employed,married,university.degree,4,no,no,no,0,0,3,cellular,aug,fri,39,0,0,858,0
31,services,divorced,Technological_school,4,no,no,no,0,0,2,cellular,apr,mon,379,0,0,1087,0
32,services,single,Technological_school,7,no,unknown,unknown,0,0,3,cellular,may,wed,363,0,1,539,0
44,blue-collar,married,preschool,1,no,yes,no,318399,0,0,cellular,aug,mon,79,41,0,1315,0
48,admin.,married,unknown,7,unknown,no,no,0,0,4,cellular,nov,tue,67,0,0,32,0
41,services,single,professional.course,0,no,yes,no,220761,0,0,cellular,nov,tue,41,68,0,353,0
52,technician,married,tecnical_school,7,no,yes,yes,498812,0,5,cellular,nov,wed,323,74,0,139,0
38,admin.,single,university.degree,8,no,no,yes,369334,0,3,telephone,jun,wed,578,15,0,1048,1
46,admin.,divorced,university.degree,7,no,yes,yes,107362,0,5,cellular,aug,tue,121,11,0,562,0
32,blue-collar,married,primary_school,4,no,yes,no,456583,0,0,cellular,jul,wed,151,24,0,1138,0
32,admin.,married,university.degree,0,no,no,yes,172704,0,1,telephone,may,tue,175,26,0,494,0
49,blue-collar,married,preschool,5,unknown,yes,no,461895,0,4,telephone,may,fri,147,27,0,659,0
52,management,divorced,university.degree,3,no,no,no,0,0,0,cellular,nov,mon,578,0,0,19,0
37,management,married,university.degree,8,no,no,no,0,0,2,telephone,jun,thu,288,0,0,603,0
33,services,divorced,Technological_school,6,no,no,no,0,0,3,cellular,jul,thu,654,0,0,570,0
28,technician,married,university.degree,8,no,yes,no,55635,0,1,cellular,may,thu,402,50,0,766,0
48,blue-collar,divorced,tecnical_school,5,no,yes,yes,396854,0,3,telephone,may,fri,246,79,0,1610,0
41,blue-collar,married,preschool,6,unknown,no,no,0,0,1,telephone,jun,mon,213,0,0,266,0
39,technician,single,professional.course,5,no,yes,no,326393,0,0,cellular,may,tue,83,87,1,1424,0
35,admin.,married,Technological_school,4,no,yes,no,55828,0,5,cellular,nov,tue,17,60,0,527,0
28,technician,single,professional.course,0,no,yes,no,56062,0,5,telephone,may,wed,229,66,0,640,0
30,admin.,married,university.degree,4,no,no,no,0,0,1,cellular,jul,fri,70,0,0,890,0
40,blue-collar,married,Technological_school,4,no,yes,no,445789,0,2,telephone,may,thu,183,50,0,1493,0
49,blue-collar,married,primary_school,3,unknown,yes,no,246334,0,2,cellular,may,tue,85,3,1,293,0
37,admin.,divorced,university.degree,1,no,no,no,0,0,5,telephone,jun,mon,83,0,0,1057,0
43,self-employed,married,Technological_school,3,no,yes,no,211986,0,1,telephone,oct,wed,181,32,0,1898,1
26,management,single,university.degree,0,no,yes,no,59852,0,1,cellular,nov,mon,112,33,0,331,0
