RECORD_CREATION_DATE,MONTO_DEL_PRESTAMO,RANGO_DEL_CREDITO,DEUDA_EXISTENTE,NOTAS_DEL_AGENTE,UBICACION_DE_LA_OFICINA,PRESTAMO_INCUMPLIDO
26Dec2014:10:03:10.000000,5800,760-779,"$10,001-$20,000","Pagos mensuales de deuda verificados: $280...Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
26Dec2014:10:16:10.000000,23400,700-719,"$100,000+","Ingreso anual neto: $133,000",NORTHERN CALIFORNIA,VERDADERO
26Dec2014:10:34:51.000000,21700,700-719,,"Ingreso anual neto: $77,400",ARIZONA,VERDADERO
26Dec2014:10:50:04.000000,4500,700-719,,,SOUTHERN CALIFORNIA,VERDADERO
26Dec2014:11:12:50.000000,2500,700-719,,,ARIZONA,FALSO
26Dec2014:11:19:24.000000,6800,780-799,"$40,001-$50,000",Pagos mensuales de deuda verificados: $800,ARIZONA,FALSO
26Dec2014:11:44:55.000000,2500,700-719,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
26Dec2014:12:12:16.000000,35000,780-799,"$10,001-$20,000","Ingreso anual neto: $16,200",NORTHERN CALIFORNIA,VERDADERO
26Dec2014:12:18:34.000000,3000,760-779,"$40,001-$50,000","Ingreso anual neto: $55,500",ARIZONA,FALSO
26Dec2014:12:27:27.000000,2500,740-759,"$30,001-$40,000",Pagos mensuales de deuda verificados: $610,SOUTHERN CALIFORNIA,FALSO
26Dec2014:12:37:34.000000,2900,700-719,,,SOUTHERN CALIFORNIA,FALSO
26Dec2014:12:50:48.000000,2500,740-759,"$20,001-$30,000",,NEVADA,FALSO
26Dec2014:13:01:07.000000,2500,760-779,"$100,000+","Ingreso anual neto: $93,200",NEVADA,VERDADERO
26Dec2014:13:14:50.000000,3900,720-739,"$20,001-$30,000","Ingreso mensual neto 1,250",WASHINGTON STATE,FALSO
26Dec2014:13:31:53.000000,2700,760-779,"$30,001-$40,000","Ingreso anual neto: $49,900",SOUTHERN CALIFORNIA,FALSO
26Dec2014:13:57:25.000000,10900,700-719,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
26Dec2014:14:10:35.000000,2900,780-799,"$20,001-$30,000","Ingreso mensual neto 3,760",ARIZONA,FALSO
26Dec2014:14:34:17.000000,8800,740-759,,,NORTHERN CALIFORNIA,FALSO
26Dec2014:15:05:25.000000,7200,720-739,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
26Dec2014:15:22:10.000000,2600,700-719,"$100,000+",,OREGON,VERDADERO
26Dec2014:15:45:04.000000,11700,780-799,,"Ingreso mensual neto 6,130",NORTHERN CALIFORNIA,FALSO
26Dec2014:16:13:30.000000,2500,740-759,"$40,001-$50,000","Pagos mensuales de deuda verificados: $720...Ingreso mensual neto 2,830",SOUTHERN CALIFORNIA,FALSO
26Dec2014:16:24:12.000000,2500,720-739,"$70,001-$80,000",,SOUTHERN CALIFORNIA,FALSO
26Dec2014:16:45:45.000000,3500,740-759,"$100,000+",,OREGON,FALSO
26Dec2014:17:19:42.000000,2700,760-779,,El cliente no tiene deuda,ARIZONA,FALSO
26Dec2014:17:46:28.000000,11000,740-759,"$100,000+","Ingreso anual neto: $200,000",NEVADA,VERDADERO
26Dec2014:17:56:07.000000,7900,780-799,"$80,001-$90,000",,NORTHERN CALIFORNIA,VERDADERO
26Dec2014:18:18:20.000000,2500,720-739,"$10,001-$20,000","Ingreso mensual neto 4,350",WASHINGTON STATE,FALSO
26Dec2014:18:40:01.000000,2500,740-759,"$20,001-$30,000","Ingreso mensual neto 3,400",WASHINGTON STATE,FALSO
29Dec2014:09:10:14.000000,3200,760-779,"$20,001-$30,000","Ingreso anual neto: $59,300",SOUTHERN CALIFORNIA,FALSO
29Dec2014:09:39:28.000000,13200,740-759,"$100,000+","Ingreso anual neto: $93,700",SOUTHERN CALIFORNIA,FALSO
29Dec2014:10:00:51.000000,2500,740-759,"$10,001-$20,000",,ARIZONA,FALSO
29Dec2014:10:12:28.000000,2500,780-799,,"El cliente no tiene deuda...Ingreso mensual neto 3,700",ARIZONA,FALSO
29Dec2014:10:19:45.000000,2500,700-719,"$40,001-$50,000","Ingreso anual neto: $32,000",SOUTHERN CALIFORNIA,FALSO
29Dec2014:10:29:10.000000,8100,780-799,"$60,001-$70,000","Pagos mensuales de deuda verificados: $1,110...Ingreso anual neto: $141,100",SOUTHERN CALIFORNIA,FALSO
29Dec2014:10:36:00.000000,10300,760-779,,,OREGON,FALSO
29Dec2014:10:47:35.000000,2500,700-719,"$1-$10,000",Pagos mensuales de deuda verificados: $110,OREGON,FALSO
29Dec2014:11:05:53.000000,12800,780-799,"$20,001-$30,000","Ingreso mensual neto 5,840",ARIZONA,FALSO
29Dec2014:11:25:08.000000,7600,700-719,"$90,001-$100,000",,NORTHERN CALIFORNIA,FALSO
29Dec2014:11:42:15.000000,2500,780-799,,"El cliente no tiene deuda...Ingreso mensual neto 1,540",ARIZONA,FALSO
29Dec2014:12:09:13.000000,11600,780-799,"$100,000+","Pagos mensuales de deuda verificados: $2,440",OREGON,FALSO
29Dec2014:12:24:34.000000,2500,720-739,"$10,001-$20,000","Ingreso mensual neto 1,250",NORTHERN CALIFORNIA,FALSO
29Dec2014:12:45:35.000000,2500,700-719,"$1-$10,000","Ingreso mensual neto 3,220",OREGON,FALSO
29Dec2014:13:13:53.000000,5400,700-719,"$1-$10,000","Pagos mensuales de deuda verificados: $40...Ingreso mensual neto 1,420",NEVADA,FALSO
29Dec2014:13:21:30.000000,2500,720-739,"$30,001-$40,000","Ingreso anual neto: $95,300",NORTHERN CALIFORNIA,FALSO
29Dec2014:13:50:13.000000,9900,780-799,,El cliente no tiene deuda,ARIZONA,FALSO
29Dec2014:14:23:50.000000,2500,720-739,"$100,000+","Ingreso mensual neto 16,670",ARIZONA,VERDADERO
29Dec2014:14:41:54.000000,3200,700-719,"$1-$10,000","Ingreso anual neto: $15,300",ARIZONA,FALSO
29Dec2014:14:49:03.000000,12900,740-759,"$60,001-$70,000","Ingreso mensual neto 2,400",NORTHERN CALIFORNIA,FALSO
29Dec2014:14:59:42.000000,15600,780-799,"$30,001-$40,000","Ingreso anual neto: $63,200",NEVADA,FALSO
29Dec2014:15:14:24.000000,3800,780-799,"$60,001-$70,000",,OREGON,FALSO
29Dec2014:15:34:39.000000,3400,720-739,"$100,000+",,WASHINGTON STATE,VERDADERO
29Dec2014:16:04:13.000000,2500,760-779,"$20,001-$30,000","Pagos mensuales de deuda verificados: $380...Ingreso mensual neto 3,820",ARIZONA,VERDADERO
29Dec2014:16:12:10.000000,2500,780-799,,,NEVADA,FALSO
29Dec2014:16:33:31.000000,10900,740-759,"$50,001-$60,000","Ingreso anual neto: $77,000",OREGON,FALSO
29Dec2014:16:56:52.000000,26200,780-799,"$1-$10,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
29Dec2014:17:28:28.000000,6400,740-759,"$30,001-$40,000",,NEVADA,FALSO
29Dec2014:17:50:03.000000,7600,780-799,"$80,001-$90,000","Ingreso anual neto: $38,700",SOUTHERN CALIFORNIA,FALSO
29Dec2014:18:18:58.000000,5400,700-719,"$30,001-$40,000","Ingreso mensual neto 6,360",NEVADA,FALSO
29Dec2014:18:25:39.000000,2500,780-799,"$1-$10,000","Ingreso mensual neto 2,180",NORTHERN CALIFORNIA,FALSO
29Dec2014:18:50:07.000000,3900,780-799,"$10,001-$20,000","Ingreso anual neto: $27,100",ARIZONA,FALSO
30Dec2014:09:19:52.000000,5200,740-759,"$1-$10,000","Ingreso anual neto: $15,000",OREGON,FALSO
30Dec2014:09:50:02.000000,6700,800+,"$100,000+",,NORTHERN CALIFORNIA,FALSO
30Dec2014:10:11:14.000000,2500,740-759,"$40,001-$50,000","Ingreso anual neto: $22,200",NEVADA,FALSO
30Dec2014:10:20:01.000000,3800,760-779,"$100,000+",,NEVADA,FALSO
30Dec2014:10:45:37.000000,35000,780-799,,El cliente no tiene deuda,ARIZONA,FALSO
30Dec2014:11:15:39.000000,3200,780-799,"$1-$10,000","Pagos mensuales de deuda verificados: $90...Ingreso anual neto: $20,800",OREGON,FALSO
30Dec2014:11:34:50.000000,2500,780-799,"$10,001-$20,000","Ingreso mensual neto 2,160",WASHINGTON STATE,FALSO
30Dec2014:12:08:40.000000,11400,700-719,"$50,001-$60,000","Ingreso mensual neto 5,380",SOUTHERN CALIFORNIA,FALSO
30Dec2014:12:25:24.000000,3600,760-779,,"Ingreso mensual neto 1,250...El cliente no tiene deuda",NORTHERN CALIFORNIA,FALSO
30Dec2014:12:58:33.000000,8000,700-719,"$30,001-$40,000","Ingreso anual neto: $150,300",NORTHERN CALIFORNIA,FALSO
30Dec2014:13:20:26.000000,2500,700-719,"$30,001-$40,000","Ingreso mensual neto 6,610",SOUTHERN CALIFORNIA,FALSO
30Dec2014:13:31:31.000000,3800,760-779,"$100,000+","Ingreso anual neto: $68,200",ARIZONA,FALSO
30Dec2014:13:37:23.000000,9400,800+,"$1-$10,000",,OREGON,FALSO
30Dec2014:14:05:14.000000,2500,800+,,"Ingreso anual neto: $200,000",NORTHERN CALIFORNIA,FALSO
30Dec2014:14:34:44.000000,2500,780-799,"$100,000+","Ingreso anual neto: $196,300",OREGON,FALSO
30Dec2014:14:49:32.000000,4000,760-779,,,NEVADA,FALSO
30Dec2014:15:02:32.000000,9600,760-779,,"Ingreso mensual neto 1,250",OREGON,FALSO
30Dec2014:15:10:11.000000,4100,780-799,"$100,000+",,SOUTHERN CALIFORNIA,VERDADERO
30Dec2014:15:29:44.000000,4400,700-719,"$70,001-$80,000","Pagos mensuales de deuda verificados: $1,280...Ingreso mensual neto 3,520",NEVADA,FALSO
30Dec2014:15:40:15.000000,12500,700-719,"$1-$10,000","Ingreso anual neto: $32,600",SOUTHERN CALIFORNIA,FALSO
30Dec2014:15:48:42.000000,11600,780-799,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
30Dec2014:16:22:28.000000,2500,760-779,"$70,001-$80,000",,NORTHERN CALIFORNIA,FALSO
30Dec2014:16:35:14.000000,2500,740-759,"$10,001-$20,000","Pagos mensuales de deuda verificados: $200...Ingreso mensual neto 1,250",NORTHERN CALIFORNIA,FALSO
30Dec2014:16:53:16.000000,2500,760-779,"$1-$10,000",Pagos mensuales de deuda verificados: $110,SOUTHERN CALIFORNIA,FALSO
30Dec2014:17:16:42.000000,14400,720-739,"$50,001-$60,000","Pagos mensuales de deuda verificados: $940...Ingreso anual neto: $39,100",OREGON,FALSO
30Dec2014:17:41:09.000000,2500,760-779,"$20,001-$30,000",Pagos mensuales de deuda verificados: $390,WASHINGTON STATE,FALSO
30Dec2014:18:11:03.000000,2500,780-799,"$30,001-$40,000","Ingreso anual neto: $34,900",SOUTHERN CALIFORNIA,FALSO
30Dec2014:18:35:51.000000,2500,720-739,"$1-$10,000",,OREGON,FALSO
31Dec2014:09:00:10.000000,2500,700-719,,,ARIZONA,FALSO
31Dec2014:09:20:30.000000,2500,700-719,"$20,001-$30,000","Ingreso anual neto: $124,100...Pagos mensuales de deuda verificados: $460",SOUTHERN CALIFORNIA,FALSO
31Dec2014:09:36:32.000000,2500,780-799,"$20,001-$30,000",Pagos mensuales de deuda verificados: $380,ARIZONA,FALSO
31Dec2014:10:06:38.000000,6100,720-739,"$40,001-$50,000",,NORTHERN CALIFORNIA,FALSO
31Dec2014:10:31:33.000000,2500,780-799,,"Ingreso anual neto: $32,800",ARIZONA,FALSO
31Dec2014:10:55:56.000000,21000,780-799,,"Ingreso anual neto: $15,000",ARIZONA,FALSO
31Dec2014:11:04:30.000000,7800,700-719,"$10,001-$20,000","Pagos mensuales de deuda verificados: $270...Ingreso anual neto: $59,600",ARIZONA,FALSO
31Dec2014:11:38:01.000000,2500,800+,,"Ingreso mensual neto 3,100",NORTHERN CALIFORNIA,FALSO
31Dec2014:12:02:17.000000,3700,780-799,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
31Dec2014:12:16:23.000000,2500,760-779,"$100,000+","Pagos mensuales de deuda verificados: $2,210",SOUTHERN CALIFORNIA,VERDADERO
31Dec2014:12:27:25.000000,2500,700-719,,,NORTHERN CALIFORNIA,FALSO
31Dec2014:12:55:05.000000,5900,700-719,"$100,000+",,NORTHERN CALIFORNIA,FALSO
31Dec2014:13:05:06.000000,2500,760-779,"$50,001-$60,000","Ingreso mensual neto 6,650",ARIZONA,FALSO
31Dec2014:13:21:06.000000,6600,800+,"$1-$10,000",,ARIZONA,FALSO
31Dec2014:13:43:42.000000,2500,700-719,"$30,001-$40,000","Ingreso anual neto: $121,000",WASHINGTON STATE,FALSO
31Dec2014:14:00:24.000000,9500,760-779,,"Ingreso mensual neto 1,250",SOUTHERN CALIFORNIA,FALSO
31Dec2014:14:25:55.000000,3900,700-719,"$40,001-$50,000","Ingreso anual neto: $23,600",NORTHERN CALIFORNIA,FALSO
31Dec2014:14:52:34.000000,2500,700-719,"$30,001-$40,000","Ingreso anual neto: $19,700",OREGON,FALSO
31Dec2014:15:23:05.000000,3300,780-799,"$20,001-$30,000",,NEVADA,FALSO
31Dec2014:15:50:47.000000,11500,780-799,"$40,001-$50,000",,OREGON,FALSO
31Dec2014:15:56:39.000000,20500,700-719,,"El cliente no tiene deuda...Ingreso anual neto: $41,500",NORTHERN CALIFORNIA,FALSO
31Dec2014:16:13:58.000000,9300,700-719,"$70,001-$80,000","Ingreso anual neto: $90,400",NEVADA,FALSO
31Dec2014:16:38:31.000000,9100,700-719,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
31Dec2014:16:45:21.000000,4000,780-799,,"El cliente no tiene deuda...Ingreso mensual neto 2,280",SOUTHERN CALIFORNIA,VERDADERO
31Dec2014:17:10:28.000000,2500,800+,"$60,001-$70,000",,SOUTHERN CALIFORNIA,FALSO
31Dec2014:17:21:53.000000,3100,740-759,,"El cliente no tiene deuda...Ingreso mensual neto 13,370",WASHINGTON STATE,FALSO
31Dec2014:17:36:37.000000,5800,780-799,"$10,001-$20,000",,NEVADA,FALSO
31Dec2014:18:07:48.000000,2500,700-719,"$70,001-$80,000","Ingreso mensual neto 7,470",WASHINGTON STATE,FALSO
31Dec2014:18:34:38.000000,7900,780-799,"$1-$10,000","Ingreso anual neto: $15,000...Pagos mensuales de deuda verificados: $120",OREGON,FALSO
01Jan2015:09:09:30.000000,2500,700-719,"$1-$10,000",,NEVADA,FALSO
01Jan2015:09:28:42.000000,7000,740-759,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
01Jan2015:10:02:10.000000,11100,740-759,"$90,001-$100,000",,NORTHERN CALIFORNIA,FALSO
01Jan2015:10:30:07.000000,28200,740-759,"$30,001-$40,000",,NEVADA,FALSO
01Jan2015:11:02:57.000000,5100,800+,,"Ingreso mensual neto 1,250",NEVADA,FALSO
01Jan2015:11:18:03.000000,10100,720-739,"$100,000+","Ingreso mensual neto 16,280",WASHINGTON STATE,VERDADERO
01Jan2015:11:48:11.000000,8500,760-779,"$20,001-$30,000","Ingreso mensual neto 1,250",ARIZONA,FALSO
01Jan2015:12:05:21.000000,2500,720-739,"$30,001-$40,000",,NORTHERN CALIFORNIA,VERDADERO
01Jan2015:12:16:33.000000,8400,780-799,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
01Jan2015:12:44:07.000000,2500,720-739,"$20,001-$30,000",Pagos mensuales de deuda verificados: $380,SOUTHERN CALIFORNIA,FALSO
01Jan2015:13:06:01.000000,10900,780-799,"$20,001-$30,000","Ingreso anual neto: $40,900...Pagos mensuales de deuda verificados: $470",NEVADA,FALSO
01Jan2015:13:17:57.000000,2500,700-719,"$30,001-$40,000",,NEVADA,FALSO
01Jan2015:13:29:00.000000,5400,700-719,,"Ingreso anual neto: $18,900",NORTHERN CALIFORNIA,FALSO
01Jan2015:13:39:28.000000,3100,760-779,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
01Jan2015:14:13:03.000000,8400,720-739,,El cliente no tiene deuda,ARIZONA,FALSO
01Jan2015:14:37:54.000000,5500,740-759,"$10,001-$20,000","Ingreso anual neto: $15,100",ARIZONA,FALSO
01Jan2015:15:11:42.000000,7800,740-759,"$10,001-$20,000",,WASHINGTON STATE,FALSO
01Jan2015:15:35:40.000000,2500,780-799,"$60,001-$70,000","Ingreso mensual neto 3,000",ARIZONA,FALSO
01Jan2015:15:46:27.000000,2900,780-799,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
01Jan2015:15:55:10.000000,2500,760-779,"$90,001-$100,000",,ARIZONA,VERDADERO
01Jan2015:16:22:58.000000,2700,760-779,"$100,000+","Ingreso mensual neto 9,180",NEVADA,VERDADERO
01Jan2015:16:39:51.000000,2500,760-779,"$40,001-$50,000","Ingreso mensual neto 5,810",NEVADA,FALSO
01Jan2015:17:01:26.000000,8400,760-779,,,NORTHERN CALIFORNIA,FALSO
01Jan2015:17:15:18.000000,35000,700-719,"$100,000+","Ingreso mensual neto 13,120",SOUTHERN CALIFORNIA,VERDADERO
01Jan2015:17:47:55.000000,10800,740-759,,,WASHINGTON STATE,FALSO
01Jan2015:17:59:14.000000,2500,780-799,"$10,001-$20,000",,WASHINGTON STATE,FALSO
01Jan2015:18:18:05.000000,15100,720-739,,,ARIZONA,FALSO
01Jan2015:18:29:43.000000,12300,800+,"$10,001-$20,000",,WASHINGTON STATE,FALSO
01Jan2015:18:55:27.000000,25400,780-799,,"Ingreso mensual neto 2,530",WASHINGTON STATE,FALSO
02Jan2015:09:05:57.000000,4100,800+,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
02Jan2015:09:19:14.000000,4300,700-719,,"Ingreso anual neto: $28,100",SOUTHERN CALIFORNIA,FALSO
02Jan2015:09:38:38.000000,2500,740-759,"$20,001-$30,000","Ingreso anual neto: $31,500...Pagos mensuales de deuda verificados: $430",NORTHERN CALIFORNIA,FALSO
02Jan2015:09:48:02.000000,9700,760-779,,,SOUTHERN CALIFORNIA,FALSO
02Jan2015:10:10:01.000000,7400,700-719,"$50,001-$60,000",,SOUTHERN CALIFORNIA,FALSO
02Jan2015:10:30:55.000000,2500,700-719,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
02Jan2015:10:50:28.000000,2500,720-739,"$70,001-$80,000","Ingreso mensual neto 7,850",ARIZONA,FALSO
02Jan2015:11:21:47.000000,2500,780-799,,,OREGON,FALSO
02Jan2015:11:34:13.000000,11400,740-759,"$50,001-$60,000",,NORTHERN CALIFORNIA,FALSO
02Jan2015:12:02:34.000000,2500,760-779,,"Ingreso mensual neto 16,670",SOUTHERN CALIFORNIA,FALSO
02Jan2015:12:36:02.000000,2500,720-739,"$80,001-$90,000",,NEVADA,FALSO
02Jan2015:12:50:47.000000,13400,780-799,"$10,001-$20,000",Pagos mensuales de deuda verificados: $270,NORTHERN CALIFORNIA,FALSO
02Jan2015:13:00:55.000000,2500,740-759,"$10,001-$20,000",,NEVADA,VERDADERO
02Jan2015:13:10:28.000000,2800,720-739,"$100,000+","Ingreso mensual neto 6,890",NEVADA,VERDADERO
02Jan2015:13:29:52.000000,2500,700-719,"$20,001-$30,000","Ingreso anual neto: $63,100",ARIZONA,VERDADERO
02Jan2015:13:51:23.000000,2500,780-799,"$20,001-$30,000","Ingreso anual neto: $19,600",OREGON,FALSO
02Jan2015:14:08:43.000000,2500,720-739,"$30,001-$40,000","Pagos mensuales de deuda verificados: $530...Ingreso anual neto: $48,900",NORTHERN CALIFORNIA,FALSO
02Jan2015:14:21:44.000000,2600,760-779,,"El cliente no tiene deuda...Ingreso mensual neto 1,250",WASHINGTON STATE,FALSO
02Jan2015:14:35:35.000000,2500,720-739,"$70,001-$80,000",,ARIZONA,FALSO
02Jan2015:14:47:31.000000,8900,760-779,"$40,001-$50,000","Ingreso anual neto: $38,900",OREGON,FALSO
02Jan2015:14:55:37.000000,14300,700-719,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
02Jan2015:15:02:11.000000,2500,700-719,"$40,001-$50,000","Ingreso anual neto: $39,000...Pagos mensuales de deuda verificados: $820",WASHINGTON STATE,FALSO
02Jan2015:15:26:38.000000,5500,700-719,"$20,001-$30,000",Pagos mensuales de deuda verificados: $440,NEVADA,FALSO
02Jan2015:15:32:43.000000,7000,740-759,"$60,001-$70,000",,ARIZONA,FALSO
02Jan2015:15:59:21.000000,35000,780-799,"$10,001-$20,000",,ARIZONA,FALSO
02Jan2015:16:23:54.000000,2500,740-759,,"Ingreso anual neto: $127,700",OREGON,FALSO
02Jan2015:16:32:02.000000,2500,700-719,"$20,001-$30,000",,NEVADA,FALSO
02Jan2015:16:53:47.000000,2500,740-759,"$1-$10,000","Ingreso anual neto: $22,500",OREGON,FALSO
02Jan2015:17:20:15.000000,2500,720-739,"$40,001-$50,000","Ingreso mensual neto 6,030",NORTHERN CALIFORNIA,FALSO
02Jan2015:17:52:38.000000,4800,800+,"$10,001-$20,000",Pagos mensuales de deuda verificados: $220,NORTHERN CALIFORNIA,FALSO
02Jan2015:18:23:33.000000,2500,760-779,"$30,001-$40,000","Ingreso anual neto: $53,100",OREGON,FALSO
02Jan2015:18:55:42.000000,2500,760-779,"$20,001-$30,000",,ARIZONA,FALSO
05Jan2015:09:16:24.000000,3400,740-759,"$100,000+","Pagos mensuales de deuda verificados: $4,010",ARIZONA,FALSO
05Jan2015:09:43:12.000000,2500,700-719,"$10,001-$20,000",,ARIZONA,FALSO
05Jan2015:10:08:01.000000,12400,800+,,"Ingreso mensual neto 2,950",ARIZONA,FALSO
05Jan2015:10:35:56.000000,2500,740-759,"$20,001-$30,000","Ingreso mensual neto 1,640",NORTHERN CALIFORNIA,FALSO
05Jan2015:10:51:16.000000,15900,780-799,,"Ingreso anual neto: $160,900",NORTHERN CALIFORNIA,FALSO
05Jan2015:11:15:27.000000,2500,720-739,,"Ingreso anual neto: $200,000",NORTHERN CALIFORNIA,FALSO
05Jan2015:11:45:59.000000,2500,720-739,"$100,000+","Ingreso anual neto: $200,000",ARIZONA,VERDADERO
05Jan2015:11:53:13.000000,3100,720-739,"$1-$10,000","Ingreso mensual neto 1,580",NEVADA,VERDADERO
05Jan2015:12:25:25.000000,5000,800+,,,SOUTHERN CALIFORNIA,FALSO
05Jan2015:12:32:35.000000,3300,780-799,"$20,001-$30,000","Ingreso anual neto: $28,400",NEVADA,FALSO
05Jan2015:12:41:25.000000,10900,720-739,"$100,000+","Ingreso mensual neto 9,910",SOUTHERN CALIFORNIA,FALSO
05Jan2015:13:06:19.000000,24500,720-739,"$100,000+","Ingreso anual neto: $79,600",NEVADA,VERDADERO
05Jan2015:13:16:12.000000,2800,700-719,"$100,000+",,OREGON,VERDADERO
05Jan2015:13:35:49.000000,3900,740-759,,,ARIZONA,FALSO
05Jan2015:14:09:18.000000,4800,760-779,,"Ingreso mensual neto 13,430",ARIZONA,FALSO
05Jan2015:14:42:23.000000,2700,760-779,"$40,001-$50,000",Pagos mensuales de deuda verificados: $740,SOUTHERN CALIFORNIA,FALSO
05Jan2015:15:13:21.000000,4000,700-719,"$30,001-$40,000","Ingreso mensual neto 2,640",WASHINGTON STATE,FALSO
05Jan2015:15:21:26.000000,3600,760-779,"$10,001-$20,000",,NEVADA,FALSO
05Jan2015:15:46:35.000000,8200,760-779,"$100,000+","Pagos mensuales de deuda verificados: $2,000",ARIZONA,VERDADERO
05Jan2015:16:00:47.000000,2500,720-739,"$100,000+","Ingreso anual neto: $118,600...Pagos mensuales de deuda verificados: $2,540",OREGON,FALSO
05Jan2015:16:23:24.000000,8700,760-779,"$60,001-$70,000","Ingreso mensual neto 3,100",SOUTHERN CALIFORNIA,FALSO
05Jan2015:16:52:33.000000,5400,720-739,,,SOUTHERN CALIFORNIA,FALSO
05Jan2015:17:14:48.000000,2500,800+,,"El cliente no tiene deuda...Ingreso anual neto: $52,100",WASHINGTON STATE,FALSO
05Jan2015:17:38:57.000000,8700,700-719,,"Ingreso mensual neto 2,230",SOUTHERN CALIFORNIA,FALSO
05Jan2015:17:50:25.000000,35000,700-719,"$10,001-$20,000","Ingreso mensual neto 1,250",ARIZONA,FALSO
05Jan2015:17:58:45.000000,2600,700-719,"$20,001-$30,000","Ingreso anual neto: $15,000",NEVADA,FALSO
05Jan2015:18:16:32.000000,2500,780-799,"$100,000+","Pagos mensuales de deuda verificados: $1,940",NEVADA,VERDADERO
05Jan2015:18:48:22.000000,6700,740-759,,"Ingreso mensual neto 2,990...El cliente no tiene deuda",NEVADA,FALSO
06Jan2015:09:21:08.000000,9600,800+,,"Ingreso anual neto: $59,200",SOUTHERN CALIFORNIA,FALSO
06Jan2015:09:51:50.000000,2800,700-719,"$20,001-$30,000","Ingreso anual neto: $33,200",WASHINGTON STATE,FALSO
06Jan2015:10:08:10.000000,5100,800+,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
06Jan2015:10:21:45.000000,8100,780-799,"$100,000+","Ingreso anual neto: $129,700",ARIZONA,FALSO
06Jan2015:10:35:52.000000,4800,700-719,,,ARIZONA,FALSO
06Jan2015:10:57:36.000000,5800,760-779,"$1-$10,000","Ingreso anual neto: $35,800",NORTHERN CALIFORNIA,FALSO
06Jan2015:11:13:18.000000,8200,760-779,"$1-$10,000",,SOUTHERN CALIFORNIA,FALSO
06Jan2015:11:42:37.000000,3400,760-779,"$30,001-$40,000",,ARIZONA,FALSO
06Jan2015:11:58:40.000000,2500,780-799,,"El cliente no tiene deuda...Ingreso anual neto: $56,200",NEVADA,FALSO
06Jan2015:12:09:54.000000,2500,780-799,"$60,001-$70,000","Ingreso anual neto: $123,400",WASHINGTON STATE,FALSO
06Jan2015:12:20:21.000000,2500,780-799,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
06Jan2015:12:28:04.000000,8800,700-719,"$10,001-$20,000",,NORTHERN CALIFORNIA,FALSO
06Jan2015:12:53:58.000000,28900,700-719,"$10,001-$20,000","Ingreso mensual neto 1,660",SOUTHERN CALIFORNIA,VERDADERO
06Jan2015:13:04:52.000000,11900,740-759,"$10,001-$20,000","Ingreso mensual neto 9,370...Pagos mensuales de deuda verificados: $230",SOUTHERN CALIFORNIA,FALSO
06Jan2015:13:25:58.000000,2500,800+,"$1-$10,000","Ingreso mensual neto 2,890",NORTHERN CALIFORNIA,FALSO
06Jan2015:13:55:55.000000,3900,700-719,,"Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
06Jan2015:14:16:37.000000,4400,780-799,"$100,000+","Ingreso mensual neto 10,780",OREGON,FALSO
06Jan2015:14:48:53.000000,9100,740-759,"$10,001-$20,000","Ingreso anual neto: $25,700",NORTHERN CALIFORNIA,FALSO
06Jan2015:15:07:17.000000,2500,800+,"$10,001-$20,000","Pagos mensuales de deuda verificados: $320...Ingreso anual neto: $15,000",SOUTHERN CALIFORNIA,VERDADERO
06Jan2015:15:23:13.000000,7000,700-719,"$1-$10,000",Pagos mensuales de deuda verificados: $30,ARIZONA,FALSO
